day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-06;D;24.17;32.37;22.2;46.4;1.97;-14.03
2020-06-29;C;24.6;44.53;26.84;51.08;-2.24;-6.55
2020-07-07;C;26.52;45.19;27.16;63.46;-0.64;-18.27
2020-09-22;C;27.4;54.11;22.44;56.57;4.96;-2.46
2020-09-28;E;26.63;49.34;27.34;53.18;-0.71;-3.84
2020-10-15;A;20.68;47.08;26.28;56.0;-5.6;-8.92
2020-12-20;D;22.94;52.85;24.16;62.98;-1.22;-10.13
2020-12-27;C;23.68;39.74;25.06;45.71;-1.38;-5.97
2021-07-21;A;29.69;56.85;23.74;31.43;5.95;25.42
2021-07-31;D;26.02;65.63;23.18;52.46;2.84;13.17
2021-08-21;E;23.24;51.29;22.93;46.36;0.31;4.93
2021-10-23;A;23.83;52.15;21.45;60.7;2.38;-8.55
2021-11-21;A;18.05;70.36;24.6;58.72;-6.55;11.64
2021-12-11;D;26.38;53.02;25.61;41.12;0.77;11.9
2022-01-20;D;29.31;48.95;25.7;68.51;3.61;-19.56
2022-02-07;B;21.07;46.75;23.22;61.44;-2.15;-14.69
2022-03-20;D;23.24;53.76;23.4;40.64;-0.16;13.12
2022-03-24;B;24.59;54.34;25.15;52.95;-0.56;1.39
2022-04-07;E;20.66;63.73;28.06;48.42;-7.4;15.31
2022-05-26;E;21.32;54.59;22.28;65.38;-0.96;-10.79
2022-06-22;B;26.79;39.5;22.86;52.38;3.93;-12.88
