day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-11;C;24.92;54.23;26.55;45.42;-1.63;8.81
2020-05-27;B;21.44;45.06;19.15;50.78;2.29;-5.72
2020-07-04;A;20.93;42.69;22.14;61.47;-1.21;-18.78
2020-07-08;A;22.43;62.06;22.23;52.86;0.2;9.2
2020-07-26;E;17.59;66.37;25.58;59.29;-7.99;7.08
2020-08-28;E;27.41;48.84;21.09;51.69;6.32;-2.85
2020-09-14;C;25.11;43.84;21.75;45.52;3.36;-1.68
2020-09-18;A;25.23;51.42;23.85;43.86;1.38;7.56
2020-09-22;E;26.28;65.61;24.23;59.62;2.05;5.99
2020-10-11;A;25.81;55.78;27.24;59.35;-1.43;-3.57
2020-11-15;E;21.97;44.49;26.41;59.68;-4.44;-15.19
2021-01-20;E;20.93;58.91;24.54;59.4;-3.61;-0.49
2021-02-03;C;23.47;44.94;24.46;52.38;-0.99;-7.44
2021-02-03;E;26.98;59.38;25.86;60.32;1.12;-0.94
2021-03-10;C;25.38;60.53;15.35;26.39;10.03;34.14
2021-03-15;E;20.77;52.44;28.68;34.88;-7.91;17.56
2021-05-22;C;21.83;64.92;21.36;48.07;0.47;16.85
2021-09-27;C;23.66;54.03;16.48;37.32;7.18;16.71
2021-09-29;E;25.3;48.76;25.64;33.84;-0.34;14.92
2021-10-09;D;22.58;48.02;21.78;51.33;0.8;-3.31
2021-10-20;D;21.08;47.43;21.59;67.99;-0.51;-20.56
2021-11-02;E;21.73;44.93;19.95;57.83;1.78;-12.9
2021-11-18;E;21.67;50.44;21.57;62.36;0.1;-11.92
2022-01-09;E;18.55;51.41;22.92;39.57;-4.37;11.84
2022-03-15;A;21.9;41.63;23.62;36.27;-1.72;5.36
2022-03-15;B;16.89;50.52;28.95;57.82;-12.06;-7.3
2022-04-07;C;21.89;56.22;19.25;48.23;2.64;7.99
2022-05-13;A;24.36;57.02;20.39;32.28;3.97;24.74
2022-05-27;E;23.34;47.48;24.05;65.19;-0.71;-17.71
