day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-06-08;B;24.81;60.63;28.36;43.62;-3.55;17.01
2020-06-26;C;22.52;50.2;23.91;64.92;-1.39;-14.72
2020-07-04;D;21.96;52.22;25.03;59.92;-3.07;-7.7
2020-07-14;B;22.8;51.63;26.42;46.13;-3.62;5.5
2020-09-13;C;24.84;42.89;20.36;38.43;4.48;4.46
2020-11-23;D;22.0;53.28;20.3;40.51;1.7;12.77
2021-01-21;B;23.1;40.51;23.67;55.6;-0.57;-15.09
2021-02-10;B;22.55;47.58;23.79;54.04;-1.24;-6.46
2021-02-15;D;23.99;58.23;24.29;52.89;-0.3;5.34
2021-02-16;D;25.88;49.15;21.6;57.65;4.28;-8.5
2021-03-16;E;26.29;35.95;25.91;62.06;0.38;-26.11
2021-04-07;A;20.86;44.28;20.55;61.49;0.31;-17.21
2021-04-25;B;26.63;51.22;25.86;54.4;0.77;-3.18
2021-05-19;C;29.81;58.88;20.83;48.98;8.98;9.9
2021-06-05;A;26.48;62.26;18.81;34.0;7.67;28.26
2021-07-30;C;24.9;48.84;19.8;51.79;5.1;-2.95
2021-08-31;C;24.16;46.45;22.69;53.34;1.47;-6.89
2021-10-29;A;26.62;46.72;23.79;49.04;2.83;-2.32
2021-11-18;C;24.84;62.25;25.67;41.8;-0.83;20.45
2021-12-16;E;24.55;47.23;24.01;58.96;0.54;-11.73
2022-02-11;B;23.47;29.28;24.68;53.38;-1.21;-24.1
2022-02-15;A;20.32;43.27;25.83;49.34;-5.51;-6.07
2022-03-02;C;17.56;32.56;20.99;62.93;-3.43;-30.37
2022-04-11;A;21.23;47.44;22.35;40.44;-1.12;7.0
2022-06-18;D;23.45;51.05;21.09;30.85;2.36;20.2
2022-06-23;A;25.91;40.65;25.38;37.17;0.53;3.48
2022-07-03;B;26.16;55.71;21.52;42.0;4.64;13.71
2022-07-04;B;25.92;57.16;20.57;51.77;5.35;5.39
