day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-11;D;22.33;40.22;26.14;41.71;-3.81;-1.49
2020-05-16;A;21.84;45.01;25.29;42.43;-3.45;2.58
2020-06-17;A;23.73;43.67;22.63;53.29;1.1;-9.62
2020-07-28;A;21.0;51.65;26.87;64.15;-5.87;-12.5
2020-10-22;D;25.06;30.12;24.32;54.55;0.74;-24.43
2020-11-29;B;23.44;53.33;22.85;52.63;0.59;0.7
2021-01-01;C;24.17;50.95;24.81;49.07;-0.64;1.88
2021-01-04;C;22.37;46.27;24.32;40.01;-1.95;6.26
2021-04-16;D;25.71;49.28;23.12;60.24;2.59;-10.96
2021-04-22;B;19.91;47.39;23.15;48.89;-3.24;-1.5
2021-08-15;B;22.99;48.31;22.53;34.47;0.46;13.84
2021-09-10;B;20.33;55.38;24.52;47.35;-4.19;8.03
2021-11-03;D;24.73;61.06;20.65;53.23;4.08;7.83
2022-01-14;B;26.87;51.2;24.45;47.65;2.42;3.55
2022-02-06;A;23.69;60.74;19.57;74.11;4.12;-13.37
2022-02-15;B;20.94;40.21;24.21;32.19;-3.27;8.02
2022-03-27;C;25.32;53.89;21.55;54.92;3.77;-1.03
2022-04-09;D;24.28;46.15;20.88;55.28;3.4;-9.13
2022-07-12;E;27.89;52.26;25.57;39.39;2.32;12.87
2022-08-24;D;24.26;63.28;23.27;50.84;0.99;12.44
