day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-20;A;22.77;61.41;21.98;32.64;0.79;28.77
2020-05-27;C;22.24;46.01;23.27;59.26;-1.03;-13.25
2020-07-21;A;22.45;55.94;21.22;65.02;1.23;-9.08
2020-07-24;C;24.34;45.4;26.2;54.94;-1.86;-9.54
2020-11-23;C;25.48;42.76;19.31;37.83;6.17;4.93
2020-12-16;E;23.68;39.25;21.88;45.9;1.8;-6.65
2021-01-22;E;22.9;51.17;22.9;49.94;0.0;1.23
2021-07-01;E;24.44;54.55;23.17;54.05;1.27;0.5
2021-07-20;A;24.12;48.35;24.49;46.5;-0.37;1.85
2021-08-14;E;26.13;55.37;22.51;41.68;3.62;13.69
2021-08-21;A;23.51;47.29;22.77;59.1;0.74;-11.81
2021-09-13;E;22.98;43.59;24.54;38.19;-1.56;5.4
2022-01-04;D;23.16;50.84;26.89;57.04;-3.73;-6.2
2022-02-12;B;23.68;41.51;21.48;34.87;2.2;6.64
2022-04-25;B;26.46;58.76;18.87;49.3;7.59;9.46
2022-07-15;D;23.7;50.1;22.26;51.5;1.44;-1.4
2022-07-21;A;26.04;40.75;26.57;60.45;-0.53;-19.7
