day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-06-13;A;25.62;52.23;27.09;57.02;-1.47;-4.79
2020-09-11;A;22.95;48.49;19.13;43.46;3.82;5.03
2020-09-16;D;21.51;46.42;20.5;55.5;1.01;-9.08
2020-09-19;E;21.62;55.65;24.95;54.6;-3.33;1.05
2020-09-29;E;22.82;53.15;20.3;29.71;2.52;23.44
2020-10-05;D;20.86;48.58;22.81;61.54;-1.95;-12.96
2020-11-06;D;24.16;52.71;25.32;49.02;-1.16;3.69
2020-12-06;A;22.86;39.17;26.03;56.34;-3.17;-17.17
2020-12-17;C;28.46;55.84;24.28;23.51;4.18;32.33
2020-12-24;D;25.38;59.16;22.29;60.7;3.09;-1.54
2020-12-28;D;25.09;55.2;25.62;33.3;-0.53;21.9
2021-01-07;A;21.33;60.75;26.08;38.27;-4.75;22.48
2021-03-13;A;22.84;58.17;25.1;51.87;-2.26;6.3
2021-05-18;E;22.09;51.93;28.35;30.47;-6.26;21.46
2021-05-26;B;23.57;38.66;25.72;56.62;-2.15;-17.96
2021-06-27;E;24.52;53.31;24.53;46.96;-0.01;6.35
2021-08-14;A;25.32;41.61;24.61;38.21;0.71;3.4
2021-11-24;B;23.17;57.17;25.2;57.85;-2.03;-0.68
2021-11-26;C;25.75;62.98;21.02;63.35;4.73;-0.37
2022-02-14;E;24.81;65.19;26.71;52.48;-1.9;12.71
2022-04-14;B;20.78;36.01;25.57;56.81;-4.79;-20.8
2022-04-30;D;27.65;58.34;24.83;30.94;2.82;27.4
2022-06-08;D;25.09;71.84;25.6;51.91;-0.51;19.93
2022-07-03;C;19.02;33.15;21.25;59.8;-2.23;-26.65
2022-08-30;D;24.1;42.13;20.75;54.33;3.35;-12.2
