day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-09-26;B;24.35;42.28;26.29;44.03;-1.94;-1.75
2020-11-01;C;24.86;50.97;22.71;59.31;2.15;-8.34
2020-11-08;B;24.7;51.11;23.78;58.61;0.92;-7.5
2020-11-27;B;26.59;30.38;23.12;62.75;3.47;-32.37
2020-12-21;B;24.53;41.1;25.28;50.27;-0.75;-9.17
2021-01-23;B;24.9;41.93;24.6;48.74;0.3;-6.81
2021-02-19;B;30.46;44.22;25.09;58.21;5.37;-13.99
2021-02-26;C;22.28;46.64;27.19;49.78;-4.91;-3.14
2021-06-08;B;25.29;51.78;24.82;65.22;0.47;-13.44
2021-07-07;D;23.14;57.01;22.3;35.47;0.84;21.54
2021-07-14;C;20.8;49.55;22.73;51.73;-1.93;-2.18
2021-07-14;A;22.79;43.49;21.78;53.72;1.01;-10.23
2021-09-04;C;23.32;47.93;21.06;52.44;2.26;-4.51
2021-09-25;E;22.38;40.67;22.7;42.92;-0.32;-2.25
2021-10-09;A;23.75;38.88;20.97;58.96;2.78;-20.08
2021-10-20;C;16.87;51.56;22.18;38.92;-5.31;12.64
2021-10-21;D;21.03;40.03;26.1;48.13;-5.07;-8.1
2021-10-24;B;23.56;48.45;24.03;47.19;-0.47;1.26
2022-05-25;E;27.81;47.07;28.97;61.31;-1.16;-14.24
2022-05-27;A;22.4;52.4;23.75;50.42;-1.35;1.98
2022-05-28;D;24.1;13.04;26.78;65.52;-2.68;-52.48
2022-06-20;D;26.14;41.24;20.81;65.89;5.33;-24.65
2022-06-29;E;20.98;52.82;17.51;56.95;3.47;-4.13
2022-07-16;B;19.25;57.35;21.64;54.38;-2.39;2.97
