day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-01;D;25.77;42.91;27.18;67.66;-1.41;-24.75
2020-04-15;C;20.78;42.96;28.41;55.38;-7.63;-12.42
2020-04-21;E;26.54;58.91;24.37;36.29;2.17;22.62
2020-06-18;B;23.09;61.96;20.88;36.51;2.21;25.45
2020-08-27;C;20.01;65.4;22.9;53.14;-2.89;12.26
2020-10-29;A;27.72;38.2;23.78;49.76;3.94;-11.56
2020-11-21;C;22.96;29.17;23.57;59.73;-0.61;-30.56
2021-03-07;E;24.87;59.87;22.29;43.15;2.58;16.72
2021-03-25;C;24.63;58.48;22.66;53.71;1.97;4.77
2021-04-04;D;24.4;49.1;22.12;43.58;2.28;5.52
2021-05-16;A;26.43;46.26;26.61;41.86;-0.18;4.4
2021-07-09;E;20.75;54.27;23.87;50.42;-3.12;3.85
2021-08-12;C;23.46;41.12;25.7;55.68;-2.24;-14.56
2021-10-30;A;23.42;50.33;22.33;57.42;1.09;-7.09
2021-11-27;E;21.65;40.95;20.59;35.72;1.06;5.23
2022-04-20;A;22.83;43.22;20.49;63.51;2.34;-20.29
2022-06-26;A;26.58;30.8;26.22;41.97;0.36;-11.17
2022-07-16;C;22.0;59.29;19.37;35.98;2.63;23.31
2022-08-15;C;22.43;57.48;29.03;52.33;-6.6;5.15
2022-08-18;A;25.91;42.87;25.77;39.48;0.14;3.39
