day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-06;A;20.77;38.52;25.81;46.67;-5.04;-8.15
2020-05-06;B;27.75;42.66;25.72;34.99;2.03;7.67
2020-05-22;C;22.25;55.2;26.91;55.56;-4.66;-0.36
2020-06-05;C;23.67;38.36;25.27;54.31;-1.6;-15.95
2020-06-16;D;26.29;61.72;22.81;41.79;3.48;19.93
2020-07-05;C;23.75;39.07;21.72;51.91;2.03;-12.84
2020-08-08;A;22.27;47.26;26.67;50.04;-4.4;-2.78
2020-09-07;B;25.8;34.72;21.66;39.98;4.14;-5.26
2020-10-13;B;23.32;55.55;23.43;43.73;-0.11;11.82
2020-11-12;A;21.15;53.81;25.59;63.65;-4.44;-9.84
2020-11-15;D;24.09;45.67;19.66;61.66;4.43;-15.99
2021-01-20;A;25.62;47.71;26.85;68.6;-1.23;-20.89
2021-01-31;A;23.99;37.69;22.02;63.97;1.97;-26.28
2021-03-08;E;22.06;58.18;21.77;55.34;0.29;2.84
2021-03-13;C;27.68;33.57;21.88;58.01;5.8;-24.44
2021-04-21;D;26.45;42.65;23.96;38.78;2.49;3.87
2021-07-09;B;25.08;50.5;19.71;50.83;5.37;-0.33
2021-07-17;C;24.33;45.33;21.25;56.64;3.08;-11.31
2021-09-27;A;21.65;47.62;26.42;57.25;-4.77;-9.63
2021-10-12;D;22.15;47.75;23.16;56.49;-1.01;-8.74
2021-12-16;C;23.38;50.68;19.72;39.79;3.66;10.89
2021-12-22;C;23.25;51.16;22.46;55.57;0.79;-4.41
2022-01-22;C;24.71;49.14;23.14;57.48;1.57;-8.34
2022-04-05;C;25.74;47.76;21.87;48.21;3.87;-0.45
2022-04-12;A;22.6;59.25;17.33;78.94;5.27;-19.69
2022-08-01;D;25.58;54.5;23.16;49.67;2.42;4.83
2022-08-23;C;24.77;51.71;27.74;63.55;-2.97;-11.84
2022-08-25;E;20.25;39.29;25.65;51.94;-5.4;-12.65
