day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-04;B;24.37;58.96;22.94;38.63;1.43;20.33
2020-04-26;E;24.3;45.37;22.78;60.55;1.52;-15.18
2020-06-04;E;22.3;61.85;18.61;36.9;3.69;24.95
2020-07-25;D;25.82;64.04;21.76;60.66;4.06;3.38
2020-08-24;E;26.09;48.68;28.67;42.07;-2.58;6.61
2020-09-13;E;23.96;51.48;22.02;48.47;1.94;3.01
2020-09-13;D;28.73;61.73;24.62;65.15;4.11;-3.42
2020-11-20;D;24.89;35.16;24.64;36.31;0.25;-1.15
2020-12-29;E;21.31;57.45;22.42;37.87;-1.11;19.58
2021-02-18;E;21.98;54.12;24.57;53.56;-2.59;0.56
2021-05-16;C;23.37;40.69;27.27;59.39;-3.9;-18.7
2021-07-12;A;24.35;54.93;24.77;57.57;-0.42;-2.64
2021-09-02;B;26.37;46.23;28.8;62.77;-2.43;-16.54
2021-11-25;C;28.28;44.11;21.15;56.85;7.13;-12.74
2021-12-08;D;23.61;36.13;27.83;37.03;-4.22;-0.9
2022-03-19;C;27.34;45.1;21.76;34.46;5.58;10.64
2022-05-19;C;19.6;48.02;25.21;56.47;-5.61;-8.45
2022-07-08;E;23.71;41.29;26.04;49.97;-2.33;-8.68
2022-08-08;D;21.81;37.14;20.21;37.22;1.6;-0.08
