day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-06-23;C;25.6;44.83;22.82;51.64;2.78;-6.81
2020-07-18;E;29.36;56.21;27.85;38.28;1.51;17.93
2020-07-26;C;23.27;54.96;24.15;44.08;-0.88;10.88
2020-12-21;D;22.56;40.16;31.82;35.29;-9.26;4.87
2021-03-20;E;26.26;39.31;20.9;52.46;5.36;-13.15
2021-04-08;C;26.07;53.95;27.39;47.51;-1.32;6.44
2021-06-12;A;27.04;53.19;25.58;50.5;1.46;2.69
2021-06-25;D;28.47;45.03;24.59;57.73;3.88;-12.7
2021-07-11;E;23.5;45.11;24.44;24.34;-0.94;20.77
2021-07-16;A;27.53;38.25;23.76;75.7;3.77;-37.45
2021-08-24;B;22.78;47.16;20.05;45.58;2.73;1.58
2021-10-08;C;21.79;54.08;25.71;53.03;-3.92;1.05
2021-11-23;C;21.33;48.83;24.6;41.67;-3.27;7.16
2021-12-02;B;25.53;56.89;24.31;58.57;1.22;-1.68
2022-02-21;E;24.31;38.62;24.63;52.56;-0.32;-13.94
2022-02-26;B;22.74;56.72;29.07;53.04;-6.33;3.68
2022-03-10;E;24.21;35.88;21.33;60.17;2.88;-24.29
2022-05-15;B;22.12;44.29;26.08;53.09;-3.96;-8.8
2022-06-01;B;14.99;29.37;22.26;47.16;-7.27;-17.79
2022-06-03;E;23.76;43.46;22.45;40.4;1.31;3.06
2022-06-04;E;24.62;43.04;26.78;46.85;-2.16;-3.81
2022-06-16;B;21.66;52.96;25.67;53.65;-4.01;-0.69
2022-06-24;E;23.96;58.47;22.15;48.26;1.81;10.21
2022-07-06;D;21.1;50.36;23.84;46.35;-2.74;4.01
2022-08-02;C;28.19;53.52;20.37;56.19;7.82;-2.67
