day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-14;B;29.12;38.29;21.03;53.76;8.09;-15.47
2020-07-06;E;22.86;70.43;23.38;62.91;-0.52;7.52
2021-01-06;A;23.15;48.21;23.55;49.77;-0.4;-1.56
2021-01-18;B;21.2;51.87;29.0;43.67;-7.8;8.2
2021-02-27;B;29.04;59.47;22.51;50.56;6.53;8.91
2021-04-09;D;23.28;47.22;23.43;64.64;-0.15;-17.42
2021-05-08;A;19.9;46.98;31.12;41.86;-11.22;5.12
2021-05-22;A;21.62;65.28;22.32;58.23;-0.7;7.05
2021-05-26;A;22.73;58.13;18.95;53.11;3.78;5.02
2021-07-13;A;22.56;52.18;27.01;43.45;-4.45;8.73
2021-11-10;C;24.93;28.18;20.78;38.17;4.15;-9.99
2022-01-17;B;21.87;52.71;23.26;71.44;-1.39;-18.73
2022-04-28;C;24.77;46.77;22.49;59.07;2.28;-12.3
2022-04-29;E;24.73;48.87;22.01;49.09;2.72;-0.22
2022-07-28;D;21.01;23.47;25.27;54.24;-4.26;-30.77
2022-08-21;D;21.11;71.74;17.17;37.17;3.94;34.57
