day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-27;D;20.9;48.61;27.02;49.8;-6.12;-1.19
2020-10-24;E;19.99;46.94;22.62;61.87;-2.63;-14.93
2020-10-30;E;22.53;44.19;23.61;51.56;-1.08;-7.37
2021-01-16;A;22.28;44.25;23.76;48.72;-1.48;-4.47
2021-03-08;B;20.45;65.81;24.96;55.71;-4.51;10.1
2021-03-19;D;20.67;31.37;21.98;58.75;-1.31;-27.38
2021-03-20;D;22.05;51.17;23.14;54.72;-1.09;-3.55
2021-04-30;E;30.11;47.04;22.16;44.07;7.95;2.97
2021-07-20;C;25.32;42.73;22.71;59.05;2.61;-16.32
2021-08-10;C;20.84;46.08;25.75;56.18;-4.91;-10.1
2021-08-12;E;24.82;58.52;23.05;42.14;1.77;16.38
2021-09-02;D;28.39;49.22;23.41;55.92;4.98;-6.7
2021-09-08;D;23.61;48.16;25.5;50.64;-1.89;-2.48
2021-10-06;B;23.61;47.04;21.86;49.29;1.75;-2.25
2022-01-07;E;25.54;66.36;23.46;44.99;2.08;21.37
2022-02-20;C;21.45;48.84;21.23;39.9;0.22;8.94
2022-04-09;A;25.31;57.86;23.86;46.37;1.45;11.49
2022-04-11;C;25.9;45.47;22.72;47.29;3.18;-1.82
2022-05-18;E;22.99;63.99;22.25;36.34;0.74;27.65
