day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-08-04;C;21.63;44.35;27.24;38.69;-5.61;5.66
2020-08-25;B;24.91;58.14;22.61;54.44;2.3;3.7
2020-11-20;A;23.54;50.6;24.77;50.2;-1.23;0.4
2021-01-03;A;26.61;50.09;28.05;56.46;-1.44;-6.37
2021-01-13;B;24.51;54.42;23.63;56.22;0.88;-1.8
2021-03-31;C;24.31;60.86;24.08;55.05;0.23;5.81
2021-04-23;D;25.63;52.81;28.25;52.53;-2.62;0.28
2021-05-30;A;24.25;47.28;25.04;46.7;-0.79;0.58
2021-10-03;E;21.14;75.59;21.71;42.88;-0.57;32.71
2021-12-31;C;24.15;43.49;20.02;64.46;4.13;-20.97
2022-01-07;D;25.03;45.64;28.78;50.44;-3.75;-4.8
2022-01-21;A;26.87;54.6;21.86;55.55;5.01;-0.95
2022-03-23;D;23.82;51.66;24.41;64.44;-0.59;-12.78
2022-04-02;E;22.18;41.95;27.14;44.94;-4.96;-2.99
2022-04-08;B;26.16;50.75;26.22;56.15;-0.06;-5.4
