day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-12;B;21.18;49.04;26.94;57.9;-5.76;-8.86
2020-08-03;E;23.92;41.06;25.52;65.32;-1.6;-24.26
2021-01-15;A;22.28;35.29;21.71;64.32;0.57;-29.03
2021-02-28;A;22.99;47.4;26.14;31.65;-3.15;15.75
2021-04-23;C;22.47;55.8;24.31;54.31;-1.84;1.49
2021-04-27;B;22.27;58.31;32.0;60.85;-9.73;-2.54
2021-05-17;D;19.22;45.53;27.33;22.8;-8.11;22.73
2021-05-19;E;26.22;60.3;22.69;61.98;3.53;-1.68
2021-08-24;A;23.1;38.22;26.36;47.34;-3.26;-9.12
2021-09-15;A;21.4;62.27;25.15;58.13;-3.75;4.14
2021-12-14;B;24.98;50.7;21.21;45.42;3.77;5.28
2022-03-26;B;22.74;62.6;22.86;40.96;-0.12;21.64
2022-04-23;C;24.25;51.44;21.53;42.01;2.72;9.43
2022-07-05;E;24.35;48.71;24.11;55.06;0.24;-6.35
2022-08-01;E;22.48;49.5;23.08;48.72;-0.6;0.78
