day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-08;D;23.93;48.27;23.48;53.91;0.45;-5.64
2020-09-05;E;23.15;50.03;21.3;55.86;1.85;-5.83
2021-01-05;B;20.43;52.06;18.49;35.91;1.94;16.15
2021-02-27;C;25.65;48.46;24.65;55.21;1.0;-6.75
2021-03-19;A;25.51;31.29;25.27;41.53;0.24;-10.24
2021-04-12;B;22.47;53.46;25.34;50.43;-2.87;3.03
2021-06-24;C;25.72;64.17;22.56;39.21;3.16;24.96
2021-08-11;D;24.33;43.78;19.63;53.74;4.7;-9.96
2021-09-01;B;22.4;49.66;24.29;57.51;-1.89;-7.85
2021-09-19;D;20.75;73.68;16.77;48.33;3.98;25.35
2021-09-28;B;23.17;37.8;21.46;57.49;1.71;-19.69
2021-10-11;B;20.37;50.77;22.41;49.11;-2.04;1.66
2021-12-21;E;23.02;48.68;20.4;48.07;2.62;0.61
2022-01-17;C;27.26;41.29;21.56;49.05;5.7;-7.76
2022-05-24;C;22.9;50.49;25.84;60.68;-2.94;-10.19
2022-08-06;D;26.22;37.3;24.08;51.61;2.14;-14.31
2022-08-27;D;24.28;43.03;24.18;52.17;0.1;-9.14
