day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-13;D;20.97;43.43;23.66;50.54;-2.69;-7.11
2020-10-07;B;27.7;29.9;14.89;53.65;12.81;-23.75
2021-02-04;C;29.15;37.7;22.21;38.99;6.94;-1.29
2021-03-29;A;19.98;39.81;22.37;54.47;-2.39;-14.66
2021-04-10;E;23.15;48.18;23.01;70.26;0.14;-22.08
2021-05-04;A;29.5;54.63;22.96;44.87;6.54;9.76
2021-05-19;B;24.85;45.29;23.96;45.55;0.89;-0.26
2021-05-23;C;23.91;42.73;28.86;57.19;-4.95;-14.46
2021-07-09;C;26.52;32.57;22.57;46.09;3.95;-13.52
2021-10-06;C;21.61;30.08;23.69;45.3;-2.08;-15.22
2021-10-26;C;26.67;48.85;28.09;54.04;-1.42;-5.19
2021-11-30;C;25.3;43.12;20.54;54.34;4.76;-11.22
2021-12-06;A;23.29;54.72;22.61;51.53;0.68;3.19
2021-12-11;A;22.39;56.01;20.41;61.27;1.98;-5.26
2022-03-27;E;26.2;37.93;23.12;54.98;3.08;-17.05
2022-04-26;D;26.93;46.76;22.53;51.05;4.4;-4.29
2022-07-29;A;31.26;33.06;24.54;33.21;6.72;-0.15
2022-08-19;D;24.96;47.66;21.61;53.17;3.35;-5.51
