day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-13;E;22.51;51.22;22.13;46.78;0.38;4.44
2020-05-18;D;25.46;53.1;32.51;66.06;-7.05;-12.96
2020-10-18;C;23.26;61.3;22.64;30.74;0.62;30.56
2020-11-20;C;23.72;53.1;23.83;45.0;-0.11;8.1
2021-02-05;E;21.27;47.43;25.49;49.68;-4.22;-2.25
2021-03-29;D;23.16;44.88;26.26;39.26;-3.1;5.62
2021-04-13;C;26.85;60.54;21.7;53.15;5.15;7.39
2021-11-13;C;22.18;45.75;20.51;46.34;1.67;-0.59
2022-03-28;A;24.51;45.75;23.47;44.43;1.04;1.32
2022-05-12;B;24.31;45.08;29.76;21.22;-5.45;23.86
2022-06-15;E;22.4;61.5;26.64;50.75;-4.24;10.75
2022-07-01;D;24.95;54.04;23.09;43.19;1.86;10.85
2022-08-14;A;25.48;41.81;26.52;46.08;-1.04;-4.27
