day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-03;C;25.09;42.82;25.16;52.56;-0.07;-9.74
2020-07-12;D;22.75;55.89;23.37;47.16;-0.62;8.73
2020-11-07;B;18.56;53.58;23.7;49.68;-5.14;3.9
2020-12-10;A;28.23;44.43;23.29;35.49;4.94;8.94
2020-12-16;D;23.19;51.64;24.12;36.7;-0.93;14.94
2020-12-21;E;19.77;46.39;25.88;42.71;-6.11;3.68
2021-03-04;D;22.54;71.13;18.69;56.1;3.85;15.03
2021-03-12;A;23.84;34.62;26.98;59.31;-3.14;-24.69
2021-03-21;B;23.12;50.41;27.19;40.54;-4.07;9.87
2021-04-12;C;19.3;49.6;19.74;43.58;-0.44;6.02
2021-04-17;D;21.45;46.99;23.4;38.57;-1.95;8.42
2021-06-30;C;22.26;56.0;25.46;39.07;-3.2;16.93
2021-08-25;A;24.57;61.34;21.78;46.59;2.79;14.75
2021-11-13;E;23.88;62.52;22.2;62.82;1.68;-0.3
2021-11-14;B;23.32;43.44;21.31;58.78;2.01;-15.34
2021-12-24;C;19.52;37.23;25.39;52.64;-5.87;-15.41
2021-12-28;C;22.94;64.16;17.47;73.02;5.47;-8.86
2022-03-16;C;22.28;43.52;22.03;38.85;0.25;4.67
2022-06-22;E;25.32;40.86;27.34;61.52;-2.02;-20.66
2022-06-24;A;22.86;47.2;23.96;51.74;-1.1;-4.54
2022-07-31;C;25.91;71.07;20.09;51.31;5.82;19.76
2022-08-30;A;27.91;66.41;20.96;46.95;6.95;19.46
