day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-25;C;20.09;55.68;23.79;53.35;-3.7;2.33
2020-06-11;C;22.77;53.54;22.19;49.74;0.58;3.8
2020-06-25;E;21.98;51.5;24.88;44.41;-2.9;7.09
2020-07-27;C;21.58;55.63;29.53;59.2;-7.95;-3.57
2020-08-25;A;23.32;47.13;23.34;54.08;-0.02;-6.95
2020-09-14;D;23.02;52.98;21.65;50.72;1.37;2.26
2020-11-23;B;21.84;47.13;22.53;51.78;-0.69;-4.65
2020-11-27;E;21.34;53.51;23.2;49.8;-1.86;3.71
2020-12-12;A;21.15;41.12;23.26;44.86;-2.11;-3.74
2021-01-08;B;23.52;51.77;25.82;53.6;-2.3;-1.83
2021-02-21;C;28.63;68.26;23.51;39.47;5.12;28.79
2021-04-12;D;22.16;63.18;22.57;60.66;-0.41;2.52
2021-05-11;A;28.37;58.08;21.52;41.52;6.85;16.56
2021-05-27;E;23.72;45.5;27.1;51.04;-3.38;-5.54
2021-06-02;C;21.7;41.98;26.82;43.1;-5.12;-1.12
2021-06-28;A;22.02;45.6;24.8;64.29;-2.78;-18.69
2021-07-09;A;24.52;69.45;22.66;60.22;1.86;9.23
2021-08-08;C;23.26;49.27;22.74;43.24;0.52;6.03
2021-08-10;B;23.03;55.08;24.27;45.19;-1.24;9.89
2021-11-01;B;22.24;52.05;25.59;42.72;-3.35;9.33
2021-11-08;D;25.11;38.27;21.56;39.65;3.55;-1.38
2021-11-09;A;26.67;60.62;21.33;45.75;5.34;14.87
2022-01-23;B;21.17;57.41;22.25;56.49;-1.08;0.92
2022-03-08;C;20.88;47.42;24.11;47.9;-3.23;-0.48
2022-03-08;D;24.4;59.47;23.98;63.44;0.42;-3.97
2022-03-25;C;24.14;53.88;20.16;58.66;3.98;-4.78
2022-04-24;B;22.74;48.28;27.89;38.54;-5.15;9.74
2022-05-22;B;27.23;60.1;23.81;44.38;3.42;15.72
2022-06-09;C;17.21;62.02;27.38;49.14;-10.17;12.88
2022-06-17;D;23.31;51.7;24.32;48.24;-1.01;3.46
2022-07-07;C;20.87;56.46;21.61;22.87;-0.74;33.59
2022-07-27;B;25.78;51.65;27.43;45.66;-1.65;5.99
