day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-19;B;25.22;56.94;24.94;54.37;0.28;2.57
2020-07-02;E;28.89;67.0;23.43;61.74;5.46;5.26
2020-08-13;C;19.05;48.01;22.85;33.18;-3.8;14.83
2020-10-03;A;30.46;58.41;24.3;55.39;6.16;3.02
2020-11-18;C;22.08;50.62;25.02;66.2;-2.94;-15.58
2020-12-15;C;26.46;35.94;24.03;45.98;2.43;-10.04
2021-01-29;C;21.06;74.15;24.09;51.36;-3.03;22.79
2021-01-30;E;23.51;43.66;24.26;40.21;-0.75;3.45
2021-04-22;C;25.58;49.13;21.81;40.69;3.77;8.44
2021-04-27;D;24.56;46.18;21.99;43.51;2.57;2.67
2021-06-28;B;19.01;54.66;23.34;45.49;-4.33;9.17
2021-08-13;E;26.94;51.85;26.78;70.2;0.16;-18.35
2021-08-25;D;20.81;51.31;27.47;62.64;-6.66;-11.33
2021-09-08;A;25.42;49.76;24.05;54.57;1.37;-4.81
2021-10-05;C;21.72;42.12;24.09;37.65;-2.37;4.47
2021-11-17;A;25.3;65.57;21.58;54.04;3.72;11.53
2021-12-14;E;22.65;67.61;24.22;68.66;-1.57;-1.05
2022-01-19;C;22.48;48.29;25.52;44.83;-3.04;3.46
2022-01-24;C;21.43;48.23;21.65;43.59;-0.22;4.64
2022-01-26;C;24.5;54.77;22.07;45.7;2.43;9.07
2022-03-17;C;26.09;60.42;23.19;45.79;2.9;14.63
2022-05-02;E;21.43;48.03;27.98;51.29;-6.55;-3.26
2022-08-24;B;29.06;42.73;25.92;56.73;3.14;-14.0
