day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-28;B;23.59;46.47;24.08;59.04;-0.49;-12.57
2020-05-23;E;23.01;52.91;26.06;49.91;-3.05;3.0
2020-05-30;A;24.16;44.78;24.57;43.82;-0.41;0.96
2020-06-07;C;24.21;47.21;26.1;46.4;-1.89;0.81
2020-07-06;C;18.42;58.16;22.67;41.73;-4.25;16.43
2020-07-10;C;25.13;49.81;30.91;48.88;-5.78;0.93
2020-07-21;C;27.36;47.97;23.91;47.62;3.45;0.35
2020-08-23;C;25.36;51.11;24.49;43.58;0.87;7.53
2020-10-03;B;28.95;60.55;25.86;49.99;3.09;10.56
2020-10-21;E;19.92;45.76;27.41;39.6;-7.49;6.16
2020-12-01;B;22.09;39.55;22.93;50.08;-0.84;-10.53
2021-03-24;C;25.08;49.6;21.54;63.92;3.54;-14.32
2021-04-19;D;23.04;44.92;23.68;56.58;-0.64;-11.66
2021-04-20;D;24.21;51.11;25.39;46.37;-1.18;4.74
2021-06-24;B;23.0;49.25;25.48;54.33;-2.48;-5.08
2021-09-17;C;21.94;50.97;28.23;57.68;-6.29;-6.71
2021-11-02;B;22.91;37.0;22.06;59.94;0.85;-22.94
2022-01-13;D;25.28;51.29;24.03;41.07;1.25;10.22
2022-03-14;A;25.3;43.94;23.33;54.75;1.97;-10.81
2022-03-23;C;25.9;46.38;20.03;41.0;5.87;5.38
2022-03-30;B;22.73;55.36;28.21;35.33;-5.48;20.03
2022-04-01;D;22.14;44.84;21.47;51.59;0.67;-6.75
2022-05-02;C;25.07;44.32;20.98;58.11;4.09;-13.79
2022-05-07;D;22.93;30.98;26.95;36.75;-4.02;-5.77
2022-06-05;E;27.22;43.91;22.52;46.2;4.7;-2.29
2022-06-10;E;26.81;36.36;23.52;58.77;3.29;-22.41
2022-08-29;B;25.52;47.59;28.67;38.23;-3.15;9.36
