day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-06-19;B;28.38;49.18;22.91;46.74;5.47;2.44
2020-09-17;D;24.3;42.09;25.3;41.07;-1.0;1.02
2020-10-11;D;21.53;52.19;23.18;73.09;-1.65;-20.9
2020-10-31;E;24.48;56.2;24.19;45.54;0.29;10.66
2020-11-17;E;25.78;49.21;29.1;49.92;-3.32;-0.71
2020-11-30;E;24.37;64.63;23.02;54.19;1.35;10.44
2020-12-18;C;23.82;64.64;23.27;40.56;0.55;24.08
2021-02-26;B;23.33;43.04;27.74;40.76;-4.41;2.28
2021-04-24;E;25.87;64.75;23.09;36.05;2.78;28.7
2021-05-11;D;18.35;50.65;26.23;49.79;-7.88;0.86
2021-07-06;C;23.95;56.61;19.44;50.16;4.51;6.45
2021-07-14;B;21.11;56.07;19.4;58.45;1.71;-2.38
2021-08-22;C;22.11;42.77;24.64;61.36;-2.53;-18.59
2021-08-28;D;22.62;60.29;24.65;47.36;-2.03;12.93
2021-09-03;B;23.88;41.47;21.91;51.6;1.97;-10.13
2021-10-21;A;25.39;50.57;22.07;50.23;3.32;0.34
2021-10-25;D;23.94;48.97;21.97;48.51;1.97;0.46
2022-03-02;D;23.01;52.69;26.7;60.57;-3.69;-7.88
2022-04-15;E;19.81;47.09;20.71;30.7;-0.9;16.39
2022-05-08;A;19.93;54.27;22.27;33.71;-2.34;20.56
2022-07-23;E;19.44;37.44;23.03;51.49;-3.59;-14.05
2022-08-22;A;24.68;54.01;19.95;39.66;4.73;14.35
2022-08-29;A;29.03;40.55;30.3;74.04;-1.27;-33.49
