day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-23;E;23.55;42.64;23.41;41.74;0.14;0.9
2020-04-25;E;23.04;43.35;21.06;46.43;1.98;-3.08
2020-05-06;C;20.85;43.25;20.82;54.3;0.03;-11.05
2020-06-17;C;28.4;36.61;23.59;44.13;4.81;-7.52
2020-06-21;A;22.91;35.12;23.69;54.25;-0.78;-19.13
2020-07-03;A;23.89;47.97;24.56;44.84;-0.67;3.13
2020-07-16;B;26.57;33.0;27.24;45.25;-0.67;-12.25
2020-08-19;E;27.26;38.32;21.8;45.66;5.46;-7.34
2020-09-11;E;25.03;47.64;24.88;48.49;0.15;-0.85
2021-01-02;D;20.43;48.31;24.92;59.45;-4.49;-11.14
2021-01-08;C;23.22;50.94;23.41;50.65;-0.19;0.29
2021-01-23;D;24.62;54.88;28.29;37.77;-3.67;17.11
2021-01-31;E;25.96;49.79;25.51;41.42;0.45;8.37
2021-02-01;E;24.35;40.54;27.1;37.85;-2.75;2.69
2021-05-04;C;20.81;49.88;22.83;63.03;-2.02;-13.15
2021-05-22;D;23.47;50.86;23.14;55.03;0.33;-4.17
2021-05-26;E;27.48;32.76;24.05;54.72;3.43;-21.96
2021-06-06;D;24.98;46.91;24.05;50.69;0.93;-3.78
2021-07-24;A;23.29;47.17;19.86;61.93;3.43;-14.76
2022-03-04;C;23.46;53.76;18.22;48.27;5.24;5.49
2022-03-30;D;23.09;58.58;22.86;44.46;0.23;14.12
2022-06-07;A;19.58;43.1;27.09;43.53;-7.51;-0.43
2022-06-07;C;27.37;46.26;20.65;43.66;6.72;2.6
2022-06-15;B;26.28;42.17;22.29;36.7;3.99;5.47
2022-06-18;C;25.12;45.06;26.2;56.68;-1.08;-11.62
