day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-14;C;23.39;54.9;25.23;45.15;-1.84;9.75
2020-06-01;E;26.51;59.66;23.83;42.83;2.68;16.83
2020-08-16;D;23.36;56.99;23.81;37.33;-0.45;19.66
2020-10-24;C;22.89;49.95;21.22;53.55;1.67;-3.6
2020-11-08;A;23.27;62.1;22.43;42.96;0.84;19.14
2020-11-09;A;25.18;43.21;22.14;65.7;3.04;-22.49
2020-11-24;A;21.79;53.07;22.83;30.91;-1.04;22.16
2020-12-19;B;24.55;47.0;24.51;51.45;0.04;-4.45
2020-12-23;D;22.8;45.09;23.16;51.98;-0.36;-6.89
2021-05-13;C;19.43;51.57;25.08;42.31;-5.65;9.26
2021-05-27;D;23.67;60.1;29.25;46.13;-5.58;13.97
2021-08-09;B;26.23;72.35;23.88;56.33;2.35;16.02
2021-08-20;A;24.95;54.09;20.63;46.95;4.32;7.14
2021-08-29;C;25.76;46.74;21.8;67.87;3.96;-21.13
2021-09-01;A;31.8;70.72;24.71;53.1;7.09;17.62
2021-09-26;A;24.01;45.23;22.66;62.23;1.35;-17.0
2021-12-22;A;24.37;62.75;21.3;59.27;3.07;3.48
2022-01-30;A;26.38;41.53;28.82;68.08;-2.44;-26.55
2022-02-06;C;21.45;60.83;28.46;44.49;-7.01;16.34
2022-03-01;E;21.5;64.99;20.57;51.58;0.93;13.41
2022-03-05;D;23.82;48.09;23.74;56.75;0.08;-8.66
2022-03-21;A;26.43;48.5;23.73;52.38;2.7;-3.88
2022-05-08;C;22.14;38.68;26.38;54.12;-4.24;-15.44
2022-06-14;E;28.28;54.55;22.7;46.0;5.58;8.55
2022-06-19;D;23.32;46.45;25.26;40.21;-1.94;6.24
