day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-07-09;E;27.43;53.78;24.39;50.07;3.04;3.71
2020-10-09;E;23.14;58.76;25.49;49.92;-2.35;8.84
2020-11-24;B;23.45;38.71;24.66;47.05;-1.21;-8.34
2020-12-01;E;27.26;51.2;22.09;56.29;5.17;-5.09
2020-12-17;E;22.08;47.49;23.74;67.34;-1.66;-19.85
2021-01-09;B;23.03;40.85;20.1;32.8;2.93;8.05
2021-11-04;A;25.75;50.68;25.02;42.52;0.73;8.16
2021-11-04;E;23.87;45.46;22.53;34.82;1.34;10.64
2021-12-09;B;17.5;48.13;24.99;56.69;-7.49;-8.56
2021-12-23;B;22.03;47.47;21.06;53.43;0.97;-5.96
2022-03-22;C;21.86;55.8;22.01;37.05;-0.15;18.75
2022-04-01;E;21.64;45.54;27.58;49.84;-5.94;-4.3
2022-05-07;C;25.9;70.22;22.65;48.98;3.25;21.24
2022-07-28;C;24.93;45.15;24.41;37.5;0.52;7.65
2022-08-04;B;22.48;51.22;24.79;55.51;-2.31;-4.29
