day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-27;E;23.56;58.6;16.87;45.84;6.69;12.76
2020-05-11;B;26.55;38.97;24.83;62.09;1.72;-23.12
2020-06-20;C;21.57;51.04;26.6;44.99;-5.03;6.05
2020-06-27;C;23.11;45.59;21.35;47.28;1.76;-1.69
2020-08-01;B;18.78;61.52;19.83;43.05;-1.05;18.47
2020-08-10;D;25.59;48.66;23.45;38.71;2.14;9.95
2020-09-27;B;20.45;56.09;24.72;39.66;-4.27;16.43
2020-10-24;B;25.19;53.89;25.81;41.83;-0.62;12.06
2020-12-03;E;26.12;38.75;21.35;47.41;4.77;-8.66
2020-12-19;E;21.8;46.33;25.67;65.16;-3.87;-18.83
2021-03-21;D;26.43;52.09;23.37;36.95;3.06;15.14
2021-03-28;B;23.46;44.96;22.55;59.16;0.91;-14.2
2021-07-31;B;24.93;42.23;25.21;37.85;-0.28;4.38
2021-09-04;B;23.32;51.21;27.34;51.38;-4.02;-0.17
2021-09-25;D;21.03;46.84;23.66;40.96;-2.63;5.88
2021-12-18;A;25.7;41.11;23.29;58.42;2.41;-17.31
2022-03-01;D;21.97;57.51;25.62;37.77;-3.65;19.74
2022-03-09;D;22.7;38.6;24.64;56.4;-1.94;-17.8
2022-04-19;B;20.79;56.0;22.3;50.52;-1.51;5.48
2022-05-10;E;20.19;53.57;23.94;35.5;-3.75;18.07
2022-05-24;A;25.84;50.96;19.85;35.74;5.99;15.22
2022-08-16;C;24.73;52.39;22.94;58.12;1.79;-5.73
