day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-07-07;B;23.25;53.65;24.99;62.78;-1.74;-9.13
2020-07-28;E;23.03;36.42;26.2;53.48;-3.17;-17.06
2020-11-09;C;18.44;59.23;23.15;46.31;-4.71;12.92
2020-12-14;B;19.92;26.15;22.11;69.36;-2.19;-43.21
2021-04-07;E;28.31;58.55;18.45;37.5;9.86;21.05
2021-06-19;E;25.31;48.09;19.73;51.33;5.58;-3.24
2021-06-24;E;18.91;64.53;24.35;47.15;-5.44;17.38
2021-06-27;C;20.9;70.3;20.03;63.1;0.87;7.2
2021-08-10;A;27.25;46.23;26.34;42.04;0.91;4.19
2021-08-17;E;23.97;63.34;26.8;56.43;-2.83;6.91
2021-11-11;C;24.4;58.93;26.58;59.98;-2.18;-1.05
2021-12-10;D;23.36;65.5;27.9;42.36;-4.54;23.14
2022-01-11;A;24.04;66.85;28.3;43.91;-4.26;22.94
2022-01-22;B;17.4;53.02;20.91;50.04;-3.51;2.98
2022-04-20;C;23.92;40.53;21.26;49.29;2.66;-8.76
2022-07-20;E;23.09;64.48;24.86;48.05;-1.77;16.43
2022-08-18;C;21.13;47.81;26.95;30.84;-5.82;16.97
