day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-27;B;22.38;40.01;24.64;42.46;-2.26;-2.45
2020-04-30;A;20.98;47.04;26.12;40.32;-5.14;6.72
2020-05-17;D;17.52;63.52;24.66;60.63;-7.14;2.89
2020-06-06;E;24.36;62.94;24.14;61.26;0.22;1.68
2021-02-13;C;29.52;42.11;22.28;51.21;7.24;-9.1
2021-03-16;A;20.11;50.63;22.04;48.57;-1.93;2.06
2021-04-17;E;27.84;60.62;19.23;47.47;8.61;13.15
2021-04-27;A;22.71;44.67;22.51;42.17;0.2;2.5
2021-05-05;D;22.88;52.22;24.92;51.33;-2.04;0.89
2021-05-15;E;23.35;58.24;24.84;30.35;-1.49;27.89
2021-05-23;A;22.37;40.46;25.11;35.57;-2.74;4.89
2021-05-27;B;24.5;52.51;23.18;56.64;1.32;-4.13
2021-06-19;D;22.54;44.1;24.15;68.73;-1.61;-24.63
2021-08-05;E;22.49;52.36;22.75;32.66;-0.26;19.7
2021-10-07;A;22.67;56.87;27.08;66.48;-4.41;-9.61
2021-10-25;E;21.03;53.28;24.02;45.89;-2.99;7.39
2021-11-06;E;25.75;59.2;21.9;67.9;3.85;-8.7
2021-11-16;D;24.25;55.46;26.63;55.81;-2.38;-0.35
2022-02-14;D;23.26;56.89;24.34;42.03;-1.08;14.86
2022-04-03;C;22.86;37.48;22.64;58.25;0.22;-20.77
2022-05-17;A;23.25;47.89;22.47;62.62;0.78;-14.73
2022-07-02;A;25.47;50.57;23.6;66.85;1.87;-16.28
2022-07-04;A;23.73;46.64;23.7;50.18;0.03;-3.54
2022-07-20;A;26.67;61.1;25.99;47.34;0.68;13.76
