day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-16;E;24.06;53.1;23.68;58.34;0.38;-5.24
2020-04-17;D;26.05;52.76;26.39;56.6;-0.34;-3.84
2020-06-22;B;23.82;42.51;24.79;53.12;-0.97;-10.61
2020-06-22;A;22.14;41.34;21.46;43.84;0.68;-2.5
2020-06-29;E;27.18;77.67;24.92;53.7;2.26;23.97
2020-08-16;B;26.89;43.91;24.25;53.01;2.64;-9.1
2020-11-06;A;27.71;39.44;22.81;63.1;4.9;-23.66
2020-11-24;D;23.78;56.79;22.57;38.39;1.21;18.4
2020-12-27;A;21.51;64.74;22.24;64.04;-0.73;0.7
2020-12-29;B;21.47;50.56;22.48;47.75;-1.01;2.81
2021-02-20;D;25.38;48.86;24.59;46.6;0.79;2.26
2021-03-13;E;23.34;68.07;24.81;44.3;-1.47;23.77
2021-04-01;C;22.25;63.97;21.46;49.55;0.79;14.42
2021-07-24;E;22.29;48.43;27.43;60.98;-5.14;-12.55
2021-09-30;D;26.4;52.35;22.0;53.34;4.4;-0.99
2021-10-05;E;22.81;57.37;19.35;25.37;3.46;32.0
2021-12-26;D;20.14;55.32;23.81;44.55;-3.67;10.77
2022-01-16;B;25.37;34.51;22.3;47.11;3.07;-12.6
2022-02-04;E;24.17;58.95;22.93;45.8;1.24;13.15
2022-03-23;B;24.46;58.2;21.95;50.25;2.51;7.95
2022-03-25;E;25.19;45.33;22.5;46.28;2.69;-0.95
2022-03-30;A;25.67;65.85;22.82;62.18;2.85;3.67
2022-04-09;B;18.81;63.03;20.59;29.41;-1.78;33.62
