day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-07;A;27.14;45.24;25.67;30.54;1.47;14.7
2020-05-20;E;22.02;56.19;25.14;43.13;-3.12;13.06
2020-08-09;B;22.64;33.5;22.93;52.46;-0.29;-18.96
2020-09-13;A;21.31;38.06;28.58;38.42;-7.27;-0.36
2021-01-19;A;23.63;44.19;20.51;40.21;3.12;3.98
2021-04-11;D;21.4;61.49;20.07;62.84;1.33;-1.35
2021-05-10;D;22.07;38.48;27.7;44.96;-5.63;-6.48
2021-05-15;C;28.03;45.09;23.29;48.43;4.74;-3.34
2021-06-18;E;22.75;57.54;24.36;58.77;-1.61;-1.23
2021-07-06;A;22.58;45.23;24.68;56.54;-2.1;-11.31
2021-07-18;D;22.31;52.17;20.81;50.49;1.5;1.68
2021-09-21;B;21.52;43.98;21.37;55.36;0.15;-11.38
2022-01-31;C;26.57;49.19;28.67;40.22;-2.1;8.97
2022-02-09;C;23.79;36.56;22.21;59.66;1.58;-23.1
2022-04-12;B;23.67;52.67;23.35;60.77;0.32;-8.1
2022-04-14;A;23.94;34.82;21.36;43.05;2.58;-8.23
2022-05-07;A;23.13;33.3;20.86;58.51;2.27;-25.21
2022-06-12;B;27.69;51.37;22.54;34.67;5.15;16.7
