day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-17;B;26.04;45.37;27.38;52.32;-1.34;-6.95
2020-05-26;B;26.63;50.75;24.01;45.96;2.62;4.79
2020-06-04;A;20.34;44.48;26.03;62.32;-5.69;-17.84
2020-07-20;E;21.57;60.2;25.99;41.11;-4.42;19.09
2020-09-16;E;21.87;53.14;23.16;42.38;-1.29;10.76
2020-11-04;E;22.98;66.99;21.07;60.51;1.91;6.48
2020-12-03;B;26.23;56.52;25.22;45.65;1.01;10.87
2021-01-30;C;20.05;39.81;26.16;58.98;-6.11;-19.17
2021-02-23;B;26.5;46.95;26.1;46.19;0.4;0.76
2021-06-02;B;24.78;54.37;25.24;55.5;-0.46;-1.13
2021-08-02;E;25.69;62.98;23.72;48.3;1.97;14.68
2021-08-22;D;24.58;51.4;22.29;64.26;2.29;-12.86
2021-08-23;D;23.04;44.18;19.68;69.39;3.36;-25.21
2021-10-21;E;22.4;71.4;24.82;30.32;-2.42;41.08
2021-12-03;A;22.98;48.92;24.39;55.89;-1.41;-6.97
2022-03-29;B;24.67;32.38;21.9;42.51;2.77;-10.13
2022-06-25;D;24.97;59.11;26.58;42.35;-1.61;16.76
2022-07-23;A;24.64;75.51;18.24;50.84;6.4;24.67
