day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-07;E;18.76;43.26;23.95;61.01;-5.19;-17.75
2020-07-08;C;26.56;33.1;25.56;38.85;1.0;-5.75
2020-09-09;B;22.85;48.35;23.82;57.98;-0.97;-9.63
2020-09-22;B;22.1;47.76;26.01;34.83;-3.91;12.93
2020-12-11;E;18.3;69.28;21.97;74.71;-3.67;-5.43
2020-12-12;B;24.73;43.78;26.35;54.18;-1.62;-10.4
2020-12-13;E;30.05;67.43;22.24;58.82;7.81;8.61
2021-01-18;C;25.93;36.0;22.52;44.93;3.41;-8.93
2021-03-23;B;22.67;37.36;29.87;41.02;-7.2;-3.66
2021-07-25;D;24.51;36.05;23.75;35.19;0.76;0.86
2021-08-22;A;22.45;41.9;26.02;45.26;-3.57;-3.36
2021-09-09;A;24.06;54.98;25.06;57.57;-1.0;-2.59
2021-09-10;A;23.05;55.67;26.9;51.04;-3.85;4.63
2022-03-01;B;23.86;33.25;23.31;44.3;0.55;-11.05
2022-03-11;C;24.98;42.48;25.23;60.35;-0.25;-17.87
2022-03-26;A;18.6;71.13;23.64;38.43;-5.04;32.7
2022-03-26;C;25.48;46.0;27.27;50.2;-1.79;-4.2
2022-07-07;B;24.35;47.93;25.08;30.66;-0.73;17.27
2022-07-16;A;22.53;53.2;18.92;45.39;3.61;7.81
2022-07-25;C;18.83;44.43;27.38;51.42;-8.55;-6.99
