day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-11;A;27.92;44.41;24.67;38.12;3.25;6.29
2020-05-14;E;23.46;53.72;24.31;34.64;-0.85;19.08
2020-06-10;C;27.49;45.62;19.04;48.56;8.45;-2.94
2020-11-09;B;22.85;48.93;23.43;62.12;-0.58;-13.19
2021-02-02;C;23.04;42.13;19.04;48.08;4.0;-5.95
2021-07-23;A;26.82;51.16;24.16;61.84;2.66;-10.68
2021-09-05;A;22.85;38.34;27.65;50.56;-4.8;-12.22
2021-11-17;C;19.31;43.33;18.38;64.46;0.93;-21.13
2021-11-24;A;19.18;49.37;23.93;57.78;-4.75;-8.41
2021-12-01;A;25.82;44.18;18.75;51.42;7.07;-7.24
2022-03-07;A;22.49;47.47;23.54;49.15;-1.05;-1.68
2022-04-22;C;24.28;44.62;24.57;48.52;-0.29;-3.9
2022-04-28;E;23.48;48.28;19.48;34.17;4.0;14.11
2022-05-08;B;23.22;35.72;24.01;51.82;-0.79;-16.1
2022-06-09;E;19.87;54.91;23.21;61.72;-3.34;-6.81
2022-07-08;D;27.18;52.21;24.56;47.39;2.62;4.82
2022-07-10;C;20.88;54.48;25.68;50.34;-4.8;4.14
2022-08-09;E;22.21;61.95;24.26;54.8;-2.05;7.15
2022-08-28;A;20.42;58.52;22.11;64.25;-1.69;-5.73
