day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-01;B;19.9;58.19;22.02;60.0;-2.12;-1.81
2020-08-04;B;26.81;40.23;24.67;52.1;2.14;-11.87
2020-08-07;C;26.16;48.39;21.72;45.94;4.44;2.45
2020-09-18;B;18.69;55.53;24.28;45.15;-5.59;10.38
2020-10-06;D;21.14;39.92;22.77;57.28;-1.63;-17.36
2020-10-14;C;23.48;39.24;28.62;53.19;-5.14;-13.95
2020-11-02;B;23.64;58.7;26.92;57.56;-3.28;1.14
2020-11-19;D;24.32;47.22;18.63;38.72;5.69;8.5
2020-12-24;B;24.68;45.39;20.22;53.34;4.46;-7.95
2021-02-17;B;24.68;67.83;19.98;47.03;4.7;20.8
2021-02-17;C;25.76;44.06;18.21;55.57;7.55;-11.51
2021-07-05;D;23.74;46.63;22.57;51.08;1.17;-4.45
2021-07-15;A;22.43;55.64;24.91;40.39;-2.48;15.25
2021-08-02;B;22.47;43.16;25.8;66.09;-3.33;-22.93
2021-11-08;A;23.92;66.16;21.92;48.05;2.0;18.11
2022-02-20;D;22.13;57.38;23.71;57.07;-1.58;0.31
2022-06-26;E;24.66;52.75;23.04;54.46;1.62;-1.71
2022-07-09;C;27.65;43.98;23.2;44.1;4.45;-0.12
2022-07-17;B;27.59;41.34;25.24;63.4;2.35;-22.06
