day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-19;C;22.54;50.5;24.05;35.91;-1.51;14.59
2020-07-13;D;25.73;55.64;24.35;52.78;1.38;2.86
2020-07-15;C;26.1;63.08;20.72;46.96;5.38;16.12
2020-07-16;D;22.4;54.72;26.34;68.77;-3.94;-14.05
2020-07-17;C;21.8;55.38;24.4;40.03;-2.6;15.35
2020-07-19;E;20.51;68.8;18.51;44.7;2.0;24.1
2020-09-08;C;22.67;42.67;21.15;51.55;1.52;-8.88
2020-10-04;E;23.64;53.8;29.15;27.94;-5.51;25.86
2020-10-04;B;29.4;55.0;25.77;45.45;3.63;9.55
2020-10-26;C;22.48;59.35;27.14;53.15;-4.66;6.2
2020-12-18;B;21.04;73.39;28.68;42.99;-7.64;30.4
2020-12-18;E;23.2;53.3;25.47;47.17;-2.27;6.13
2020-12-19;A;20.78;49.38;21.53;58.7;-0.75;-9.32
2020-12-28;B;23.8;56.6;26.6;43.97;-2.8;12.63
2021-01-31;B;23.12;42.19;23.06;49.65;0.06;-7.46
2021-06-17;D;20.44;53.15;23.07;37.12;-2.63;16.03
2021-09-12;C;25.8;56.39;21.91;37.42;3.89;18.97
2021-11-07;B;24.39;69.13;22.5;54.17;1.89;14.96
2022-06-04;D;25.21;52.4;24.94;57.5;0.27;-5.1
2022-06-06;E;26.55;59.28;27.25;46.29;-0.7;12.99
