day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-06-27;E;22.57;56.21;26.09;50.31;-3.52;5.9
2020-11-09;D;18.45;38.17;22.05;50.31;-3.6;-12.14
2020-12-21;A;24.39;55.2;20.08;49.53;4.31;5.67
2021-02-02;A;24.85;45.45;25.58;53.99;-0.73;-8.54
2021-03-26;A;22.19;37.91;28.4;46.28;-6.21;-8.37
2021-06-16;B;20.1;44.7;27.8;43.98;-7.7;0.72
2021-08-05;D;24.08;46.46;25.97;53.32;-1.89;-6.86
2021-08-27;E;24.33;41.17;21.53;38.04;2.8;3.13
2021-12-12;B;22.23;57.94;23.17;43.88;-0.94;14.06
2021-12-12;C;21.39;56.29;25.43;41.03;-4.04;15.26
2022-02-02;C;25.06;55.4;19.78;71.42;5.28;-16.02
2022-05-06;D;23.66;46.11;25.93;45.18;-2.27;0.93
2022-05-19;D;21.94;45.49;22.28;37.76;-0.34;7.73
2022-07-08;C;21.33;48.03;22.72;58.97;-1.39;-10.94
2022-08-04;C;22.32;50.91;26.23;40.12;-3.91;10.79
