day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-29;B;23.88;73.13;27.11;59.24;-3.23;13.89
2020-06-15;B;23.25;54.09;23.36;40.66;-0.11;13.43
2020-06-27;D;25.95;63.34;24.75;47.25;1.2;16.09
2020-10-03;C;23.42;43.37;23.15;47.2;0.27;-3.83
2020-10-31;D;27.36;51.94;21.67;64.18;5.69;-12.24
2020-11-26;D;24.22;32.28;19.32;63.45;4.9;-31.17
2021-01-21;D;29.08;58.96;24.02;50.7;5.06;8.26
2021-01-26;E;25.29;47.03;27.7;57.07;-2.41;-10.04
2021-01-27;A;23.98;60.72;25.01;44.9;-1.03;15.82
2021-02-12;C;24.23;61.82;25.19;50.92;-0.96;10.9
2021-02-24;B;23.03;47.31;26.07;38.78;-3.04;8.53
2021-03-05;C;20.63;47.35;25.83;43.34;-5.2;4.01
2021-04-20;B;19.27;62.62;26.27;46.5;-7.0;16.12
2021-05-10;B;21.56;43.05;19.75;45.0;1.81;-1.95
2021-10-10;C;25.9;54.67;24.12;31.8;1.78;22.87
2021-11-04;D;19.96;60.77;20.5;45.63;-0.54;15.14
2022-01-13;B;22.98;43.57;26.98;43.74;-4.0;-0.17
2022-02-26;A;27.38;52.93;24.11;39.54;3.27;13.39
2022-03-05;C;21.0;55.74;24.84;54.28;-3.84;1.46
2022-04-19;D;24.06;48.2;29.75;54.94;-5.69;-6.74
2022-07-25;B;22.51;28.36;25.92;43.45;-3.41;-15.09
2022-08-12;D;24.92;40.04;17.49;47.16;7.43;-7.12
