day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-03;A;16.58;61.29;22.08;67.99;-5.5;-6.7
2020-06-05;B;25.75;60.07;22.8;57.95;2.95;2.12
2020-08-20;E;19.89;47.94;19.76;47.4;0.13;0.54
2020-09-15;B;21.76;58.07;19.01;50.86;2.75;7.21
2020-09-30;A;21.15;42.3;22.21;43.58;-1.06;-1.28
2020-10-28;A;23.77;54.48;20.82;59.67;2.95;-5.19
2020-11-23;A;25.57;42.07;25.25;61.65;0.32;-19.58
2020-12-07;A;23.37;41.69;22.76;55.67;0.61;-13.98
2020-12-23;E;23.64;31.59;20.37;44.45;3.27;-12.86
2021-02-11;D;24.77;42.28;22.99;40.13;1.78;2.15
2021-03-21;C;27.03;60.68;26.27;44.92;0.76;15.76
2021-04-21;A;21.51;52.45;21.16;61.77;0.35;-9.32
2021-05-14;A;26.66;45.35;25.82;65.91;0.84;-20.56
2021-10-02;C;19.42;37.86;19.68;52.83;-0.26;-14.97
2021-10-04;E;22.92;50.45;24.74;41.16;-1.82;9.29
2021-11-23;D;24.38;55.15;19.45;62.59;4.93;-7.44
2022-01-21;D;27.68;41.03;24.01;55.27;3.67;-14.24
2022-02-18;C;17.92;49.57;24.12;40.22;-6.2;9.35
2022-03-02;E;28.69;58.45;26.49;62.29;2.2;-3.84
2022-03-13;B;28.2;50.25;23.97;52.82;4.23;-2.57
2022-04-18;D;21.51;56.57;26.12;45.36;-4.61;11.21
2022-05-28;A;28.76;52.31;24.53;42.46;4.23;9.85
2022-06-20;C;25.14;62.73;21.83;55.0;3.31;7.73
2022-08-02;B;23.84;60.23;27.13;54.81;-3.29;5.42
