day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-05-02;A;20.51;43.54;24.17;45.57;-3.66;-2.03
2020-05-23;D;23.16;56.43;24.4;46.58;-1.24;9.85
2020-08-18;D;19.95;46.02;25.45;58.23;-5.5;-12.21
2020-09-03;C;24.59;54.9;24.12;48.32;0.47;6.58
2020-10-08;D;24.75;50.7;23.92;61.36;0.83;-10.66
2020-10-26;B;24.29;58.74;20.18;58.53;4.11;0.21
2020-11-05;C;22.48;43.66;24.59;33.84;-2.11;9.82
2020-11-27;D;21.8;55.48;21.62;55.46;0.18;0.02
2020-12-22;B;23.01;47.99;22.59;56.53;0.42;-8.54
2020-12-30;B;23.54;51.72;22.39;54.42;1.15;-2.7
2020-12-31;D;23.59;59.39;23.0;47.56;0.59;11.83
2021-01-18;A;23.57;43.99;24.37;45.89;-0.8;-1.9
2021-04-25;C;20.44;61.33;21.91;39.08;-1.47;22.25
2021-05-20;B;23.67;47.54;16.84;76.67;6.83;-29.13
2021-08-06;D;26.06;66.69;27.66;43.8;-1.6;22.89
2021-09-04;A;22.1;38.86;19.34;64.2;2.76;-25.34
2021-10-31;C;23.46;50.65;21.09;60.79;2.37;-10.14
2021-11-24;E;24.78;54.86;20.68;54.01;4.1;0.85
2021-12-17;A;23.86;51.41;26.56;63.22;-2.7;-11.81
2022-01-04;B;25.18;54.82;24.19;54.85;0.99;-0.03
2022-06-12;A;25.41;50.66;23.74;53.95;1.67;-3.29
2022-06-26;B;23.61;49.1;24.69;47.26;-1.08;1.84
2022-07-05;D;26.34;52.93;25.24;60.69;1.1;-7.76
2022-07-22;B;24.77;55.87;26.73;52.17;-1.96;3.7
