day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-03;D;18.14;48.33;22.42;58.24;-4.28;-9.91
2020-06-22;D;24.12;54.62;24.73;48.45;-0.61;6.17
2020-07-18;B;25.57;53.73;21.09;40.5;4.48;13.23
2020-07-19;A;20.83;38.45;23.04;63.59;-2.21;-25.14
2020-08-20;D;24.17;43.91;23.25;50.78;0.92;-6.87
2020-09-01;A;18.57;54.76;23.64;40.22;-5.07;14.54
2020-09-23;E;27.93;57.3;23.15;53.71;4.78;3.59
2020-10-27;D;25.01;47.46;20.66;50.96;4.35;-3.5
2020-11-05;B;21.3;48.5;23.18;48.02;-1.88;0.48
2020-12-31;A;25.92;58.16;25.78;56.14;0.14;2.02
2021-02-06;D;26.83;47.93;27.85;56.62;-1.02;-8.69
2021-02-11;C;24.53;55.94;23.7;49.64;0.83;6.3
2021-05-09;E;20.32;50.2;26.3;46.93;-5.98;3.27
2021-08-27;A;21.77;59.72;18.64;66.25;3.13;-6.53
2021-09-09;B;24.61;38.81;21.27;56.91;3.34;-18.1
2021-10-08;D;26.95;46.43;30.14;57.13;-3.19;-10.7
2021-10-22;E;20.86;53.0;25.13;43.15;-4.27;9.85
2021-11-21;D;22.56;45.24;23.7;37.18;-1.14;8.06
2022-01-30;B;22.85;37.65;21.18;38.36;1.67;-0.71
2022-05-31;D;22.88;52.19;22.58;31.02;0.3;21.17
2022-06-02;C;21.42;44.63;21.75;42.76;-0.33;1.87
2022-07-10;E;24.25;38.02;25.69;44.64;-1.44;-6.62
2022-08-10;D;22.3;50.27;21.35;47.87;0.95;2.4
2022-08-23;A;23.56;62.16;23.72;53.07;-0.16;9.09
