day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-07-24;D;22.75;53.91;25.41;49.82;-2.66;4.09
2020-10-31;C;25.37;54.48;22.58;37.12;2.79;17.36
2021-01-02;C;25.29;43.18;22.52;52.41;2.77;-9.23
2021-02-02;B;22.79;59.15;23.6;51.1;-0.81;8.05
2021-03-20;A;22.05;51.33;23.13;45.95;-1.08;5.38
2021-03-30;D;22.82;55.51;19.84;58.54;2.98;-3.03
2021-06-24;D;21.97;67.52;26.38;45.01;-4.41;22.51
2021-07-05;A;23.7;45.38;23.15;48.96;0.55;-3.58
2021-07-21;B;22.27;51.7;21.1;56.95;1.17;-5.25
2021-07-27;B;27.13;59.11;25.91;54.18;1.22;4.93
2021-09-17;D;23.9;53.05;27.98;79.44;-4.08;-26.39
2021-09-29;A;27.4;54.74;24.97;49.43;2.43;5.31
2021-10-17;E;23.52;55.96;26.18;61.32;-2.66;-5.36
2021-10-23;C;27.22;55.92;21.97;49.81;5.25;6.11
2021-10-28;E;23.97;51.08;28.27;47.25;-4.3;3.83
2022-01-03;E;23.8;51.75;23.02;48.19;0.78;3.56
2022-01-05;A;22.29;39.47;27.01;39.03;-4.72;0.44
2022-01-24;D;22.21;39.85;22.61;63.45;-0.4;-23.6
2022-02-20;B;24.35;54.67;21.5;52.84;2.85;1.83
2022-06-19;A;28.11;45.26;23.46;67.75;4.65;-22.49
