day;neighborhood;day_temp;day_hum;night_temp;night_hum;temp_diff;hum_diff
2020-04-06;C;24.67;58.07;20.5;45.74;4.17;12.33
2020-04-10;C;22.09;44.94;22.79;46.12;-0.7;-1.18
2020-10-20;D;18.68;59.13;17.03;54.47;1.65;4.66
2020-11-29;D;22.47;50.8;24.48;58.86;-2.01;-8.06
2020-11-30;C;26.32;58.95;22.02;42.32;4.3;16.63
2020-12-05;B;19.67;52.15;23.8;45.36;-4.13;6.79
2021-04-05;E;28.42;40.49;24.33;44.23;4.09;-3.74
2021-04-29;E;23.95;46.9;21.86;56.69;2.09;-9.79
2021-05-11;C;26.95;41.63;23.31;54.4;3.64;-12.77
2021-11-15;A;25.99;60.06;27.6;46.89;-1.61;13.17
2021-11-17;E;24.63;74.22;29.57;78.18;-4.94;-3.96
2021-12-01;E;24.32;57.41;22.43;47.08;1.89;10.33
2021-12-05;B;21.61;54.62;23.14;61.32;-1.53;-6.7
2021-12-08;A;24.99;62.94;19.67;59.61;5.32;3.33
2022-01-13;C;25.44;59.88;21.96;57.06;3.48;2.82
2022-01-30;C;26.91;68.04;22.02;51.32;4.89;16.72
2022-02-19;D;23.66;57.86;20.48;65.3;3.18;-7.44
2022-03-07;C;25.51;55.87;23.36;44.56;2.15;11.31
2022-04-16;A;20.88;67.19;23.11;57.8;-2.23;9.39
2022-05-03;C;26.54;57.57;23.29;45.17;3.25;12.4
2022-06-19;E;23.04;50.48;22.74;70.72;0.3;-20.24
2022-06-27;B;21.37;41.34;25.37;44.36;-4.0;-3.02
2022-07-11;B;22.63;54.43;24.7;51.39;-2.07;3.04
